index,pureTitle,caption,tagList,audioUrl,videoUrl
0,种完麦子我就往南走！顶级浪漫！,种完麦子我就往南走！顶级浪漫！ #麦子阿姨 #种完麦子我就往南走 #大冰直播@大冰(O1797460293) @快手热点(O40300129),#麦子阿姨 | #种完麦子我就往南走 | #大冰直播@大冰(O1797460293),http://ali2.a.yximgs.com/bs2/ost/MTQ3NDkxMDA2MzM0XzE1MjYxNDY0NTQ.m4a,http://v5.oskwai.com/ksc2/tou2HNrQU7mP2mY5oVsmD3I34re4iU58s9pK7HtrGQS33sGzMFpCeFVcS_ciPEYv2WiYFsxSp6OoiV4t94366AvsPgg1BoN-eZZY7acofK9PI4dic3eie1bm7KusD7nX.mp4?pkey=AAW9t3dGbElsFIf3OwsLB2-QH8WGGAG1Qp7LwbO2QjJMYcvbageDMQhuxs03jf8pJsW8IFExeK0wHG0VLULkkMoBn-3UVJHcuvgbWwPt_bHO7kiaXsXBTjNXjaQl5Vz3WwA&tag=1-1732285503-scn-0-oedjgtzbe1-0cddd70c6cb1c310&clientCacheKey=3xyb73cp7n5f434_8e003154&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
1,有梦你就行！“种完麦子，我就往南走”，河南麦子奶奶连线直播提及儿时梦想“我想出去走走”。携乡愁远赴千里，赴千里而带乡愁。羲皇故都、水城淮阳，永远是你最温暖的港湾。 淮阳文旅,有梦你就行！“种完麦子，我就往南走”，河南麦子奶奶连线直播提及儿时梦想“我想出去走走”。携乡愁远赴千里，赴千里而带乡愁。羲皇故都、水城淮阳，永远是你最温暖的港湾。#种完麦子我就往南走 #大冰#淮阳文旅#中原粮仓,#种完麦子我就往南走 | #大冰#淮阳文旅#中原粮仓,http://ali2.a.yximgs.com/bs2/ost/MTQ3NDM5MDQ2Njg0XzE0MDkyNDczNg.m4a,http://v5.oskwai.com/ksc2/LVc1RJeKrTxcXx_l35O8vUzWR_IU63WRJBLkEbDNUzHnORanmjrkc_HwsLdsNUZF9fURKMy0LAISCfMtWuOWq2KRRawLWqNwp2JlFePX7jUCSgR_K_d1ILDMkoG-hdnF.mp4?pkey=AAUrS_pTbuHu0sRdC7Fu4kuvDuG4wBlceuajhS2gE1quwutS3QvPXgOi1uXpRFQAWUo6OBD3O5t04yyoWUw24_-AJ8ry7NGCD-fDOwk7rwpPLrtWwQAZYtKdwB8Fyow0YHw&tag=1-1732285503-scn-0-jhgs4rs6mq-33da7eb50ad60e87&clientCacheKey=3xr9ikafzxjyqju_8794fbba&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
2,#用快影模板记录生活 #种完麦子我就往南走 ,#用快影模板记录生活 #种完麦子我就往南走,#用快影模板记录生活 | #种完麦子我就往南走,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjgzODYyOTA0Xzg5MTA4MjYyMg.m4a,http://v5.oskwai.com/ksc2/h3OrBpJ-z7maPIrOuz2rRwTomqvCJmHRoUv18OoHtC8r67i9kWZH_6FsyzlCpEzJmCqE-e01c4HnHeEp3R_seEFZq98dFR0jsjeP5B6v6n6hTRotQIs-C72aEa5ryPaq.mp4?pkey=AAU3mnkGcJe8ZEDOQ2RcpAsgPcK5GR07eed98lWyd5V3TTLVOy364WBF7uElRSZL5LLXse3ok1I4OBcU9mzzP4t6ZFeHY2IFviUH74-Fqvwv99qTBmc8ZIMtMxOwtsRtUC8&tag=1-1732285519-scn-0-bzo5uitffa-6c6d79dcadd0aabd&clientCacheKey=3x3e4kj964rwq86_9414bf72&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
3,“种完麦子，我就往南走”，安阳文旅喊话麦子奶奶，机票给您安排好了，随时出发！,“种完麦子，我就往南走”，安阳文旅喊话麦子奶奶，机票给您安排好了，随时出发！,,,http://v5.oskwai.com/ksc2/OkWYdrZVQsD6JgbQB9vkdZF_1kdJd92fH3YgsGGIYqFZTkeRJWYQxoGF2Dy2lIY9-PfQbDNenP2iLFCqazoaJeU-fZa_SfiIQeO7PSj13suObdjmlYAITRmxaSRtBw9C.mp4?pkey=AAVJnwvp3ongWZVI3a0nKp7FSqpl8Xm2MHT3qhT8mTsWDCfpqx16KorVRETZsB9q4dac5pY52hjCILDCWajI3PFde7PszuwZE2WVDPZhF3dlZW5NkeoRVZuZGYTgRws1iEk&tag=1-1732285519-scn-0-pft5fwsrsh-675c7c28691b0341&clientCacheKey=3xjv5avm9bs8jhk_1e35755d&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
4,种完麦子我就往南走,种完麦子我就往南走 #大冰,#大冰,http://ali2.a.yximgs.com/bs2/ost/MTQ3MzkzODgwNjcwXzMzODQwMjk5MDY.m4a,http://v5.oskwai.com/ksc2/bIlJSvhHiNVODumUo-UdW7AAdXAYKI41co-OmWsdk79PKcFtlT4YztEB_BiPbay_j5j1hV0aKYIovMYmz56N9rIuNwBs5jSd_Mt5bwU1OLY0Bq1LPxY_saPsQF7AVVlk.mp4?pkey=AAUtlSJEUGYyYmSQw3BVNPR41pDg2IlDOCBJxs5UJJhbyEUG1qwXOFmxLmG38ZS90twHFvVIbzU1Dl-1EjLOrbxdKWOa2jnmMa_h-Vb5zzVdpLty4YQEdNPcVMakGOQqPKk&tag=1-1732285519-scn-0-97f1it3f62-d2b8e087ce51a58e&clientCacheKey=3xxeukms39x7pwi_6eec2e7f&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
5,大冰回应帮麦子阿姨往南走,大冰回应帮麦子阿姨往南走#麦子阿姨 #大冰直播 @大冰(O1797460293) @快手热点(O40300129),#麦子阿姨 | #大冰直播,http://ali2.a.yximgs.com/bs2/ost/MTQ3NjM0NzE1NDczXzE1MjYwMDUyNjQ.m4a,http://v5.oskwai.com/ksc2/tlPKmLG1QBduj9Pe4mqmD5vdvzDBb7MKfaocB8W59ejiY1JrYZMNQZPO9PaF-AE-FLB5K2PcVYEEyvh0CUk3l-uPcTOUx-iB0cTQ6SeNqZQallkHuZlUOllVrWvB1_-L.mp4?pkey=AAW1VVNMW1JP5W67DYR8PwAducekEh9IbWWI7lrkEa_y7hEt-A8rsq_KYsVGjBtYMU2geapYbcJB2J7V_IK7_3V3ibMFxKBNMRLCB25grzbt1X7gyRtWpxd7tAp72KbkpuU&tag=1-1732285519-scn-0-vnfwjvbd38-dfd6e18920fa1434&clientCacheKey=3xgjbk2tmj7zxxk_029f5232&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
6,种完麦子我就往南走#治愈 #老年人 #麦子奶奶 ,种完麦子我就往南走#治愈 #老年人 #麦子奶奶,#治愈 | #老年人 | #麦子奶奶,http://ali2.a.yximgs.com/bs2/ost/MTQ3NzMyMTk0OTI0XzE2ODUzNjg3NDg.m4a,http://v5.oskwai.com/ksc2/ZZFaLnjAOzQKY5F9c78_kGUPaPr0-kZ-kHXDQk74Y83LvVt-_61gahZcYC6pcgp0qLucKDrHF5IvnNZJJfP3d9Zd8RGj6TsbN7l4Ot7ojQ7Y-h5eGd6g4S_1vS8lHa5Y.mp4?pkey=AAXjGTb79_CRdbtK8sQtbvHR8Wwxj4YHyQbWuduVAJVqZl1rQBDkTDWL9tEdjgjX3f_YA9QZmMQRq1MryrKXh5GWxSKXylt6kLypHRKk2rIU-o1R2rbkQRo1p-aF5r6HcCw&tag=1-1732285519-scn-0-nfrmrflfsu-81b8a296bb38bd75&clientCacheKey=3x3jhrn7553x6fs_ae414f2d&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
7,“等我种完麦子，我就往南走！” #愿天下老人老有所依 #种完麦子我就往南走 #奶奶 #大冰老师 ,“等我种完麦子，我就往南走！” #愿天下老人老有所依 #种完麦子我就往南走 #奶奶 #大冰老师,#愿天下老人老有所依 | #种完麦子我就往南走 | #奶奶 | #大冰老师,http://ali2.a.yximgs.com/bs2/ost/MTQ3MzcxNzQ5MTEwXzE0Njc1NTIy.m4a,http://v5.oskwai.com/ksc2/fdSzV2TiQrYqYVhJOyRCckxlSpopapzCHvuC6QpJgNj4JMWqKNz-R4FvbppRR7ktI6-eY3nc8tJBZYRZd2xISTnYtx6lj_VhQP55XvYi405Xo2eKQCRoAlQaJEGwZjrk.mp4?pkey=AAW8xdu6ZrQzoMSeiSrV2KjSvk6daD4rI0BXV-xx7QmsXcS_1SrHJXwCplwEnZPYszUxi-18FKneS4xTRnFgSGF8qFgJInfJKOrazk5oRtaj3d8thDY-QNugL2hHF-W39Ss&tag=1-1732285513-scn-0-vmhv23liiw-0de489f29c2767fc&clientCacheKey=3x9uahc38ygaftq_9776765e&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
8,奶奶的心愿，种完麦子往南走 # #一点点帅  #谁还不是个大sai迷  #我是奶龙  #回家回家有爱就不怕 ,奶奶的心愿，种完麦子往南走 # #一点点帅  #谁还不是个大sai迷  #我是奶龙  #回家回家有爱就不怕 ,#一点点帅 | #谁还不是个大sai迷 | #我是奶龙 | #回家回家有爱就不怕,http://ali2.a.yximgs.com/bs2/ost/MTQ3OTc1MDE0NDY5XzQyMzAzOTc1ODA.m4a,http://v5.oskwai.com/ksc2/bcDHTO33aU9wnGVL3NUA7r5AYzVWgHbpB3KVxQIJ8RcXi9qLrRsNa-aedaf0DDi5tGyqEx3I2M0Y9N1IenVFblh6hgxpp7iDDKhF1wNTFw3ERx5u1XuuOHSaqWAPdDWI.mp4?pkey=AAVz2Awier34uOJHp-q-Oc3Ylk5BVVXFw6Q2_8rKkwMz8NCagv10jWIsuhrHsnqML8rGBujxl3bBvEMsszLfpu1aIYaMPSy_wTgOH0OfBuCihkHKkEZXvF4_6blviY9YuB0&tag=1-1732285513-scn-0-7csjlerajs-71159110f56b4197&clientCacheKey=3xsrcfjg9kze3r9_36a05749&di=6766caa1&bp=10121&tt=sl200hd15&ss=vp
9,“种完麦子 我就往南走”“我有个三轮 想出去转转”大冰,“种完麦子 我就往南走”#“我有个三轮 想出去转转”#麦子奶奶#大冰,#“我有个三轮 | #麦子奶奶#大冰,http://ali2.a.yximgs.com/bs2/ost/MTQ3NTY4MTIyNDkxXzI4MzM2NzkyMjE.m4a,http://v5.oskwai.com/ksc2/2MPUgx4gvVItlB5fo7LCzGBeDD9R_zFMe7BkBq8yvqEHxQztxalGfVtHOVO4KUZ6a3KyDqvQYUjXYEx9nJ-Ced3Mcq5ioKE6adMqaTRrlby-jPtdxQDIpjUCOFqyt2V2.mp4?pkey=AAWXQoSI6KVp-tkocNESEpgZJ76P3wWvNOAALTeHoutrJVTdxYO967LvPEHqbdRYF3Z3Q_g6B3pN4u6hs4eHcpg58DdHL0PWfKqgTXXwINhjM4xUnZnolSbSmqcate63fdI&tag=1-1732285513-scn-0-4dwsjxq6eu-f01014fd7ee0dcec&clientCacheKey=3xtjdps6pg73x54_581a4a8f&di=6766caa1&bp=10121&tt=v6UltraHQv8&ss=vp
