index,pureTitle,caption,tagList,audioUrl,videoUrl
0,妇科医生谈卫生巾塌房内幕,妇科医生谈卫生巾塌房内幕 #妇炎洁 #妇炎洁护理液 #提到了你,#妇炎洁 | #妇炎洁护理液 | #提到了你,,http://v5.oskwai.com/ksc2/1SppctLEuDvjLuVOodGuZNth3C7ZyhKGNcPhqD8kPeaKXixm0mDWbQ8YFDpniXuEZHfCIVMJULUREF4_4uivYgvzd6NdBZJ1ICUZG7egvUD1QzQJy2INrjVf3gZtwsSG.mp4?pkey=AAWLj-Efo8YHgeAh6x4N2bOZSYd9CuKRF8msXJjFS3FswoNlvcy61RF741AYpVfcpffuPUqBryykWni99a9glgaWsTXFKu0irjNVWzVe88ITa8BTakdSZ4QKaQa4t4U7oZM&tag=1-1732285088-scn-0-ew5ak9varb-d6259f766cdc8c0e&clientCacheKey=3xxw3c9jzhrhdki_27b7f41f&di=6766caa1&bp=10121&tt=sl200hd15&ss=vp
1,妇科医生谈卫生巾塌房内幕,妇科医生谈卫生巾塌房内幕 #妇炎洁 #妇炎洁护理液 #提到了你,#妇炎洁 | #妇炎洁护理液 | #提到了你,,http://v5.oskwai.com/ksc2/1qi-rLHrFf4lhF3W1Klvsp_YYIvgmErxlhoZV26SiGHw-LQMFXOvt9SfUtO36duZADsJcMCwetEeRK8CaWGICD3kGLYnQZyA2z0HAj2TDluCTXxqD9yj5gOPgaBpGLAq.mp4?pkey=AAVQOVcZ-gaQRUX-eZMaG0vR4RyFOrobFctCTQtfWozxOl3P8kjsPkvKC-oUQqlx5fQJICrLwp6XHcm8LPUvI6IG7SaOmEuBrs7F9N25-BRKtrw6k4g9bcVWP98SM8WawdU&tag=1-1732285088-scn-0-qvbvhtkjy5-099cd86a23eb425b&clientCacheKey=3x5m9e7v9x5xduw_4309a1a7&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
2,妇科医生谈卫生巾塌房内幕,妇科医生谈卫生巾塌房内幕 #妇炎洁 #妇炎洁护理液 #我的快乐就是这么简单,#妇炎洁 | #妇炎洁护理液 | #我的快乐就是这么简单,,http://v5.oskwai.com/ksc2/gdDQI4il6cjiJzErnQE1xt2a6aBhidmdf9bwYyv8fFpTY_tntUwvSwQY35y36f0pXK6zZQNHwu6BzUOxWKMt2pqqjov6xUqIKMuMb9ZoZ7u4lyXCNQlS53PhKLfk1BM2.mp4?pkey=AAWtLdshd37iZ1sr_m23X4mFO66nMHrlWGcY2LKJJKipT98A3vUj-EWEIhooIV067p0LYOjNT7i27pjxcL4bzCVvsIitU5Mp3z7uCx4_bjDR0UgBaSmbNFq7qHVztzMFDTs&tag=1-1732285088-scn-0-aq354c36jt-2a4c269e5a5ad9a4&clientCacheKey=3xkbaqgreegpea2_2545e4a3&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
3,传言这10款卫生巾会致癌？我们紧急送检多款，真相其实是......,传言这10款卫生巾会致癌？我们紧急送检多款，真相其实是...... #卫生巾  #辟谣  #女性 ,#卫生巾 | #辟谣 | #女性,http://ali2.a.yximgs.com/bs2/ost/MTI5NjQxOTM1MzQzXzEwMjE0Njk0NTQ.m4a,http://v5.oskwai.com/ksc2/wjv_AVi-gCaxKxCEu0g6B0ryguTDfWbZqPAFkrkTNxGYuRdtftMsd5AaUj1q7pUslGP2LiO6N9R09xVQ8jLKi3PeI3--TKz3813K0fQQ60TqWJQ_1hpU39dz-gAloq1i.mp4?pkey=AAWIUKTucYY_Nl1PMOJxtjlpB91JctU_7fDRx8E8yfbC2Ufpg4CsEh7hhbpf3_3E_7qp_dym6XUovlKyKAAyck3yhAve5pi3zCYFxvcNbaGR3BofbSIQeiuEMNbbw1Xn-EQ&tag=1-1732285100-scn-0-psuxj6fdx9-960aa73fb038d727&clientCacheKey=3xehdi46kdfj2vk_0bdaa766&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
4,卫生巾行业竟然集体“塌房”了？希望这次风波后，行业能认真反思，正视女性消费者的需求。,卫生巾行业竟然集体“塌房”了？希望这次风波后，行业能认真反思，正视女性消费者的需求。 #卫生巾塌房  #卫生巾新国标正在起草  #程皓说 ,#卫生巾塌房 | #卫生巾新国标正在起草 | #程皓说,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjgyMTUwNjkyXzIxODQ0MzYwNTg.m4a,http://v5.oskwai.com/ksc2/Fcd8ABR2NS9aS5djxTxuO4448LeoiCeX9uy7dB3nazlq5jnw9ccHZHSBk1BGfn0KCq0jivSCyGrzRqasREH943FMbeMknRR-65kdM2_C3Q2yrb8d8bmmZt1FsMS5hmwH.mp4?pkey=AAUUPr1KsmGnMjWQLlC7StRnpT0HkfHxQmTxHQN2uZLjg504tN-0CWo6gVJmWv4YAjBQ-qkjZw_sCDx_-5LppHepY9-UwUMvZTQJ7Azh79Vqi_F-lt-PBe4roX9iVpNi4t8&tag=1-1732285100-scn-0-5sx2pg30vr-50b6a98bece0a994&clientCacheKey=3xs9nt35n95zhxy_8d2c4b10&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
5,姨妈巾塌房！ #卫生巾 #祝家人们永远健康快乐 #搞笑 ,姨妈巾塌房！ #卫生巾 #祝家人们永远健康快乐 #搞笑,#卫生巾 | #祝家人们永远健康快乐 | #搞笑,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjI2OTU0NDcyXzEzMDQwMDgyNjU.m4a,http://v5.oskwai.com/ksc2/Tf93hJCp64RptJ0xDvQxKdewrA_iHu4BdUzgmhjiM8uFc58DSrWKBN1ctQfHARhaiR-OAON5BTAV5YtBiVNNpJXYknSx7H0lPMwqMWGIg-Q3QQfwOaiiSHTgmXJDrRZK.mp4?pkey=AAXO7Xmm4gWBMEycGIDeAbwt3BlOKWhOlSUhUwVjSyAL3o2bAQ4zcUiecIC6B36tDfM3sZtbXclCdFjPp2eaR4iWIsa9Yyv6NpBVp9NosU9HQoH7MNZ-GLfp5enVp7gX2Mk&tag=1-1732285100-scn-0-e35n6pjvtu-c35621d07c1d2c42&clientCacheKey=3xvvjmwar7qr4h6_b5905166&di=6766caa1&bp=10121&tt=v6UltraV5&ss=vp
6,#卫生巾塌方 ,"希望世界正视女性卫生用品安全质量，太离谱了！

 #卫生巾塌方 #卫生巾",#卫生巾塌方 | #卫生巾,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjUxNTQyNzg0XzQyMzczNDEzMA.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5228116366990799816_eac33d51eb8430f1_7422_hlsfv6HighHQVH.m3u8?pkey=AAUsaQHwoX7N4pirHMDnJkHlCP4hleKCwMmSAGVqWq51mZJn2cjQJ9Va0kmFlaDER4vRaEDFr7Oy0AMP0Vp001PSWrQxbzOeyTfnXtYZHX3reLvrCs7XmoS7sgdPqrCHiP0&tt=hlsfv6HighHQVH&m3u8ClientCacheKey=e4a8dd04018d6d875f3121ca32c18608&ss=vp
7,身边所有的女性朋友#卫生巾 #女性 ,这条视频很重要！记得转发给自己的妈妈、老婆、女儿、闺蜜，身边所有的女性朋友#卫生巾 #女性 #女生必看 #安全,#卫生巾 | #女性 | #女生必看 | #安全,http://ali2.a.yximgs.com/bs2/ost/MTQ5MTM2NzUzMjg4XzMzODQzMzcyNTQ.m4a,http://v5.oskwai.com/ksc2/XLfB3wxnKf2NXFRZ_nf7PRmWCbfcEyhsjwPEaBy3j2My-_E6rYluqnlafgw3uCv3AxisjFTEqvOyTOkwgXSPUAemANXC8IEzeNT7D4idn746HSyD9DKcjwNQ6TF7UWXG.mp4?pkey=AAUH3SwplFFhrp8djA8U5K_c_9d6Z3RN74RGdtF0VwvfXb-KUbPltcL77BhFxxUmZQFBxQ2ix2ePMXH3vUU9syjfP5TSfj3AM4Q-Iki0i2TnoeAsKzGbmMOMRVfuL3UbtL8&tag=1-1732285100-scn-0-7pobwumxsi-391c4128a505c918&clientCacheKey=3x8hbacfmmq5ihw_d27b81bf&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
8,卫生巾都做不好，那就麻烦请让路,卫生巾都做不好，那就麻烦请让路  #社会热点  #卫生巾  #热点新闻  #黑心棉卫生巾 ,#社会热点 | #卫生巾 | #热点新闻 | #黑心棉卫生巾,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjU0ODQ4MTgxXzQwOTg2NDM2Nzg.m4a,http://v1.oskwai.com/ksc2/qG0zHvJbVyyICWeHZeCu6hnQ5Y3x5581PznoRoUhJQU3RnA4580WFvCbzFAJ8nzWMtVvCZyMqXVFkP9LNsnIc-ubsAdZ8yLq0zvuvO3dtTwMkng7trt6Jdbohp490val.mp4?pkey=AAUTE8smh58PftG8NqK4HPhzV7NtrHnClqJJfR_1-VmN4yMJHg3p7h6knW8Kkby6JZ9r8EeUj1Os84H8yjoLZaZVZIyneO7rd-Ueb8eAfdKEx-220S31gL3ixqFHO5p4ebw&tag=1-1732285096-scn-0-waoag4rqnm-4a367123ca185574&type=hot&clientCacheKey=3xfbfa5u5ih5nx4_a593ed22&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
9,"所有女生必看✅内行人眼中的卫生巾！你用了这么多年的卫生巾是消毒级的嘛?","所有女生必看✅内行人眼中的卫生巾！
你用了这么多年的卫生巾是消毒级的嘛?  
#消毒级卫生巾  #卫生巾推荐",#消毒级卫生巾 | #卫生巾推荐,http://ali2.a.yximgs.com/bs2/ost/MTExODIxODE0NTYxXzEyMTU2NDU5NDY.m4a,http://v5.oskwai.com/ksc2/u3-GlNq8Kgv4PuyEbxpdDjOg2nK3HlNP1N8jyGpzO_XLXCrd4xIwxkpFu7z278lHBEvfPNjoR3oJsu68mpOP2c4a9QUO0bxUt77SOc0xL5R7K9PR0pzHzMJJA4e53FPm.mp4?pkey=AAX5Crs9kTZPauG7j6vnWFVvtWipp_xMg7qZIPTQ-MuPhEXI50Ash0pVX6z8XJaQWlPEpMVZaqcYvl31lONMM61fBqzeA8V0F5dAQGnYNBTyJaO46E6RAzdlo3NoOi0rmc0&tag=1-1732285096-scn-0-2xwpjhl3ud-c42dcee93f3eb4fe&clientCacheKey=3xzr9mivqz3a3eg_4e8d7bb9&di=6766caa1&bp=10121&tt=sl200hd15&ss=vp
10,卫生巾塌房,卫生巾塌房 #卫生巾 #卫生巾塌房,#卫生巾 | #卫生巾塌房,http://hw.a.yximgs.com/bs2/ost/MTQ5MTgxNzMxMDE1XzM4ODEwMzE2NTE.m4a,http://v5.oskwai.com/ksc2/1-frMi5BWpw6xUCSMbj6zzKKPg-aHZz6jr7h50wmBAPBbhO9KD6lGRe3w7tqDaH7JQ5yUhBndNjVkjPz12zyCWiHaeGi7vZi_2mxm8lEPr62xqbsVO05HUfrbvAzz3T3.mp4?pkey=AAXm08Wi9lmg54yA8TzlE3-Y3wy-lxDa4qOPvaRs34MHtRlWUV3HA7eLA3dmFJUtFrD5j70an35W78poQA0HELBego2Ixc1rn8p2tiV5_qoSkB7rN-O-j-aEyvGFmGB1gOA&tag=1-1732285096-scn-0-83d889xsid-7fcd8a6a171562aa&clientCacheKey=3xbexcgr6s7khtu_e2927fc2&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
11,卫生巾，到底什么时候才能真的对得起这三个字？,卫生巾，到底什么时候才能真的对得起这三个字？#卫生巾 #女性安全,#卫生巾 | #女性安全,http://ali2.a.yximgs.com/bs2/ost/MTM5NTY2MjQzMTM5XzE4NjA2MjIwNzM.m4a,http://v5.oskwai.com/ksc2/jun3yWUWq8KMzfMJVbO2pOwVgYEYnbl6VwKuRGrNn6euA3JXQ08kyOUjK-abJfH5ydUxUT22dWn9Arycvb5frGUeyAL3bUW-bCxaP05SflKIW6qNmtfLvAWvZQQVkwObJSLHyccmGFx9zi7nLsGdAw.mp4?pkey=AAUYn8WL28vX3Fql__FDB88kZVLOf-fv0DFsJMZJm-sAIzLsklhc8n4VgPkSvxb8rdBgX-Slff56-wehq4NuxwyFh3iCxOAYNUuKeVN4-mFBQ8hXKB07e-ffbuTmhTl3kio&tag=1-1732285096-scn-0-lzuyrvxzso-0a147a09befe0e51&clientCacheKey=3x5yv2c4j7sqkic_c467a890&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
12,国产品牌卫生巾塌房“塌房”,国产品牌卫生巾塌房#卫生巾被指全面“塌房”,#卫生巾被指全面“塌房”,http://ali2.a.yximgs.com/bs2/ost/MTQ5MTg3NTY2NjExXzI2MzM0ODcyNw.m4a,http://v1.oskwai.com/ksc2/kiyL_JWAlN1KeHVxcYHWsEh5JsdREfdONEV8w8OHk4NMzsHotwovwvGPDL0lv84E-z4cTPDdEtiPQHeYulQWLBuGc3qTmxinUcrQzJwTCUouf0sHVXdxAB8fAhdKAeEQ.mp4?pkey=AAWOM9hwoJc--P-rmNtdXAntSpu2TVlFgYUUcpv_dSK3aMF2jvr9oPhFZy3ZNjzZHHkYer70qt9Es4ht3wBibEM5nP6bwoyBKQXo-BHDdHOv7oxGfNXQud0r9L3tag4LYVg&tag=1-1732285096-scn-0-p0im0dswbh-0bbd854e0e7b448b&type=hot&clientCacheKey=3xeeqj3nv5cqpcq_a60343d6&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
13,从来没有怀疑过卫生巾有问题。,女性朋友总是怀疑男朋友或者是老公。从来没有怀疑过卫生巾有问题。 #卫生巾 #卫生巾安全,#卫生巾 | #卫生巾安全,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjEzMDI2MzE3XzE5NDMyODA0MDQ.m4a,http://v5.oskwai.com/ksc2/FCZ1jIJaOM-nh7VMIHPhd761l36v4iWc7Tol-Kxouewyont8Pf3K6Mq5MgZHPiWIP5aNvJrzZ_49PwPbEuVtpMpAbHJF5BCR6Wzc1kBJQPvBoeCapwrk6SRymXWWGV6_.mp4?pkey=AAU4s6RyAnbNhz8SM2OcYL_T7Z17PWhEZNy0mDQ4kUHb_PbySC_-8pF4YgkLRUBE988hj7Nsw7AdMUVoMvoEuksWJSzkGdkansZdPGL-qQYC-l6R9Ju9bZeYFZdMtDMycQ8&tag=1-1732285096-scn-0-nqxbjgwkuv-52c87d584fe28be8&clientCacheKey=3xwu6bni2cbmesw_f95d9523&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
14,卫生巾品牌集体“塌房”？女性这些细节别忽视！,卫生巾品牌集体“塌房”？女性这些细节别忽视！ #中新健康,#中新健康,,http://v5.oskwai.com/ksc2/uKk6DkgvV2c-xs46Az74sCwbDctaYwPa2mbyLG40S5gdGp6lyhFcHss-BVYgnOXBiN-tWYf_RdXZQ0XXW2lJjFbcl31FtQgVQ2rjhQmM_UIOxV5EVeWmcDA0bW3qfdJ0BGIc_hhrdIXGbX9iqbL_dY9S-bITLmN2L3NisshnS2UUut4HKLurKJAVJApzj8WX.mp4?pkey=AAWsJ87a2aGSBJLyB82OezLKB04PzBLLHdwdABXv3iAPauCFytfRV8OU5PAgoOMYllzdcEfYpGj2VFyE5Ehr0vvgKWKZjJBjW19-xyvTjUnqayMmBA9OWR0K1G7BFvtj5BE&tag=1-1732285095-scn-0-rk8jvfysma-74d24eaae4341887&clientCacheKey=3x9378agvas6e9w_uvipqt3.mp4&di=6766caa1&bp=10121&tt=uvipqt3&ss=vp
15,卫生巾都玩这个吗,卫生巾都玩这个吗,,http://ali2.a.yximgs.com/bs2/ost/MTQ5MTAzODMyNTI2XzI4NDU5MDExMTk.m4a,http://v1.oskwai.com/ksc2/5LFBw1aRELyxMl4jnILQCMA7CZ_U9kcby4n0iOp0c1WbzKafsZR_pEZjuzlFT_KRLIGh-Rik1vC6OQou8RimGqrOYFUbvJQH6NaHUh5I6GjYAwnp-2dwyHzlIhKWlCev.mp4?pkey=AAUKVmzr5AdezBqCzSKytgp4SJkw9YTXy6yE0AR48Bu1GzX-hhplh0-5A-7FbFJ6mbHRlEBoo7WqF0au5rAa_MYdJjuNJrxtDfCSutTwStt6A3br-eInbGQAVlz1Nm3bj0k&tag=1-1732285095-scn-0-uhzwxfzj7m-4a104b17ab3f3b52&type=hot&clientCacheKey=3x7kidruay85vig_066cc980&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
16,9块9一大包的卫生巾，成本有没有超过5块钱，看完这个，你就知道喽,9块9一大包的卫生巾，成本有没有超过5块钱，看完这个，你就知道喽,,http://ali2.a.yximgs.com/bs2/ost/MTQ0ODA5MDMxNzgyXzExNzY5NzcxMDM.m4a,http://v5.oskwai.com/ksc2/BXhgM5IUPPdF6_340xAUmgT58SnXnXWTAFBzTFLSJkuOxUBa2BE92efWyTOECECX1ktCxTCQuGZjs08Sk0E7U9dd5EJlNrD3d4O-OiAVeNtygSKNxmeQ7YhEomfYUXtFjdAbTWlOjIJV-V6kFUIUjA.mp4?pkey=AAU4AnFRi6cCrkz2B6EOrzVzBOcyn1Jzu2OtSsmZwY1BN-VG_RWQiBTADSI2g817YbtTrL97a2kU8K8NzSA20M_Yacnh6_fB7jrGOkF4xe7aDY7TMHyhKcJYJhtIdtTfqhs&tag=1-1732285099-scn-0-qwnzqm5ymc-4bdf6ddf00aa96b3&clientCacheKey=3xvua49a4x7wdsa_b07fc2aa&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
