index,pureTitle,caption,tagList,audioUrl,videoUrl
0,湖人118比119不敌魔术 结束六连胜 被绝杀，浓眉呀最后两罚不中啊，到手的胜利飞了.,@Qy《免费素材》(O1098264893) 湖人118比119不敌魔术  结束六连胜  被绝杀，浓眉呀最后两罚不中啊，到手的胜利飞了. #湖人不敌魔术 #湖人被绝杀,#湖人不敌魔术 | #湖人被绝杀,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjQ4OTYxOTI5XzIwMjkyNTQ3NDM.m4a,http://v1.oskwai.com/ksc2/F0SZ1Ukex1MgHZubbhSSVm2cq4Bq6EwoqujjbajvdDwhQmjB1HJo-xecFmQKLJdR6K55uSoQEVxX0yLLgMC4p6xZQ1fmadF4UY78fE_uF2IonPYD4uFSb6cEA40Ni8kO.mp4?pkey=AAUEBNMunmqFWXGTPauwMiSGr6il1FeVn1P1bpY_nFNgf1vGSTrj5BmdUlOTzi4hgQTn-rOaEuHh3KyAEXTG_Uim3YmYRpmgeHDEo3NngCazQ95ZZV7lx4o_cucb4CFVQZA&tag=1-1732282090-scn-0-of71lsdbjm-752833a9b1d358dd&type=hot&clientCacheKey=3x8y88tdqike6cu_463f26e5&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
1,湖人后卫线太坑了,湖人后卫线太坑了 #快聊NBA #NBA最前线 #发NBA视频瓜分现金,#快聊NBA | #NBA最前线 | #发NBA视频瓜分现金,http://hw.a.yximgs.com/bs2/ost/MTQ5MjYwMjAwMjYyXzE5NzU4MDQ0OTk.m4a,http://v1.oskwai.com/ksc2/9c-dH362fglhRVLLRbLYUwst34S0L6mtfo0BXwXESnOvPuce30sFJtI7nc6LoEOvlSCPhHf5vj6REVynBv0l1qTsScCBwYWML28mdNRwtG1wBKG6Qx0cqhvd0avX9iwm.mp4?pkey=AAWYyLxNJRiOAA5NCXGttUtknymvQUCX-Eb6Qc9qhtyTWhJFvh0qyFZmbGm5Oi8UtGPY3zAn0RDNWn40zJVKFgknIraYLaJac-it1CmlRKZ06dcYOJnWxykfSqRFuVmP9rY&tag=1-1732282090-scn-0-jpuklvsewe-9dabaf783113068e&type=hot&clientCacheKey=3xb6sha9jbzhcgm_520756d6&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
2,湖人主场118-119被魔术绝杀。詹姆斯全场22投12中，得到31分10板7助1帽，其中第四节7中5独得14分。,湖人主场118-119被魔术绝杀。詹姆斯全场22投12中，得到31分10板7助1帽，其中第四节7中5独得14分。 #NBA #湖人 #詹姆斯,#NBA | #湖人 | #詹姆斯,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjQ5OTM3NTM4XzQxNzgxOTk4Njc.m4a,http://v5.oskwai.com/ksc2/9Xf-oc888Gwq4AhqmrdcZw15mdXeClMDOFov71LINQZYwVgbtHI5wEn6aIc1x4_F_0zXP0DghrIbevX_DtL1MA3hgP9wDwkiW2BWPtwik1yGIFh-PtzxtqcRLhrXniT9.mp4?pkey=AAUe5AJ6LRB0I68Iz-qfFUSR1m0_DuLkBqjewIXcwxsFsinr9NPU_MMp6_ES3wufdnz_Tl25QNwEGqxvWuxxVr-k-69bTSwmTN3Z_f92lanKbIXlc2899o_2QQax8Wf7i7Y&tag=1-1732282090-scn-0-tm0gtph5qj-f3b95d988c0fa004&clientCacheKey=3xsucd8dnhizmmm_4b26360d&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
3,湖人主场遭魔术队绝杀，瓦格纳37分加关键三分建功,湖人主场遭魔术队绝杀，瓦格纳37分加关键三分建功,,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjUxMjYwNjIyXzIxOTY4NTUyNzg.m4a,http://v1.oskwai.com/ksc2/TvlBAoekfoTHDwR-T_GTaaqkw7P3sKgn4quOjLb52dUWID0hg6ys5wGjqDCxqx1687aH3cebtIvKtWmrFlKvTiE-zCsenI-ZWVVCi8SQ9oy40T2ysVi5Oco342xw-5No.mp4?pkey=AAVIKczfymp59n4z_DNXifCUQCiy6a-Dl0o9hevV2I4GlpM6ravpc_uu3uEqT68onYdRf_KliXYpTZFBiRLmRMccFGrL158JPQoWT2mE4GhSI9TiMOwnx6osakbPySai_O0&tag=1-1732282193-scn-0-msr8x8qbib-fdac48418f2586bb&type=hot&clientCacheKey=3xgabmqh898p4tw_9d87c2b7&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
4,#魔术绝杀湖人 ,#发NBA视频瓜分现金 #詹姆斯连进3记三分 #魔术绝杀湖人 #瓦格纳绝杀湖人 詹姆斯关键时刻连进3记三分，全部被浓眉哥给毁了,#发NBA视频瓜分现金 | #詹姆斯连进3记三分 | #魔术绝杀湖人 | #瓦格纳绝杀湖人,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjQ5NDAyMzkyXzI2NTgzNDkxNjU.m4a,http://v5.oskwai.com/ksc2/kwn9FxWvqePmSK5LeH6oZ69nfZGObDsgkc3ESMDMA5geAIm_hDi6WoshBOze2j__xaqgIwVmJsGpiQXaB4x7PXuZztLxqonlOPmVkv16l10_na_5c41fUMd26l0nTOfY.mp4?pkey=AAVF7XqCSN1rEsEU_F2sTKxcUNQfXqyTEge15um3jUgK-B8dRAA_FooFgKZeu9wDPY1PPXmlWNHmP16H9kxfXZsfSQ8x2hvkmzR64FZWdHvhF1E547JHqJn8RdCXkODQW5c&tag=1-1732282193-scn-0-dskcfivqyx-d783aa99abe4fc8d&clientCacheKey=3xd4qrdzxh4jheu_b0e79e36&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
5,暴打裁判，魔术瓦格纳三分绝杀湖人,暴打裁判，魔术瓦格纳三分绝杀湖人 #发NBA视频瓜分现金 #湖人 #詹姆斯 #瓦格纳 ,#发NBA视频瓜分现金 | #湖人 | #詹姆斯 | #瓦格纳,http://ali2.a.yximgs.com/bs2/ost/MTQ5Mjc1NDkzMDQ0XzIxMTM2MDQwODE.m4a,http://v5-ot-vod.kwaicdn.com/bs3/video-hls/5217983264425092103_f15109a95873b0f5_4809_hlsfsl200hd15.m3u8?pkey=AAW0pwZgJINKjFTLBVDzDIAGJ5iCuH9gCDlqgs7HQG7Gj_LJ-5_R1fLbGhj19Ji1l8C0SDoLXWUEnsVSWqomuKTWc3JtVP6Yy4zeEbEyheRNkzj3G_FMFvezANj5tsB4uo4&tt=hlsfsl200hd15&m3u8ClientCacheKey=5376591f238a39200185b8f242e2df1f&ss=vp
6,#魔术绝杀湖人 ,#发NBA视频瓜分现金 #瓦格纳三分绝杀湖人 #魔术绝杀湖人 瓦格纳三分绝杀湖人，终结湖人六连胜,#发NBA视频瓜分现金 | #瓦格纳三分绝杀湖人 | #魔术绝杀湖人,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjQ4OTE5MzMyXzI2NTgzNDkxNjU.m4a,http://v5.oskwai.com/ksc2/P-nUHAnns3RQDBDkUqe1ejZEfHp6HFzggaClPfjdJFWDnuQO7ixxa9AxnN0b-JOh4Qaj7wBRNsD-OgspMaukkFdvYez87EmDCxyI2JIkfignRC3x9Jjj6Kla7_RmrWMr.mp4?pkey=AAXcIYsMrNCVbNc2Z6McRUXqadGA2zCK906EJnPrRN38xEJQbg4W_un15EA18RpDWM-aERzF7QvtZ5VOrnpkxo46sGAY6ki3msQ6EV_AkSBh_wecbHr30XQxaLgCtpQ0Gcs&tag=1-1732282193-scn-0-1tcqj0io5q-672fca9b5444c098&clientCacheKey=3xd2yyrtahmczx4_30f27646&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
7,魔术绝杀湖人终结六连胜,魔术绝杀湖人终结六连胜 #快成长计划  #发NBA视频瓜分现金  #体育看不停 @快手热点(O40300129),#快成长计划 | #发NBA视频瓜分现金 | #体育看不停,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjU2MjcwODU2XzI3NTA5MjMxMTA.m4a,http://v5.oskwai.com/ksc2/ass183WnoAaJAzU1f_31mY3ShT51nJcZVAvh9N9UI39Ps0v8wGTsUynhc_Oga7yjLKRlRDXORI0NpdpZr4Xi5XTcrr2cXyi3hYU1XQkUub81IB_nZ0bxX53ZgXpsZ3Sb.mp4?pkey=AAWNnTddAow8GTizAPcjVyTr7eQdKiVOEnY9SNrJxcnjR99yPTXdkkxJKdW0ZBi_-B3ZTd-Ko09DmbB54ZUqS64Hxjn2O4MIQNjKFgVih-lUmVS4DuNEY_HkhDPdUN_0C-E&tag=1-1732282193-scn-0-dyeepwhszw-bef9664c3106f58b&clientCacheKey=3xmuxdmecfiqvxy_835a43bd&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
8,魔术绝杀湖人终结六连胜，浓眉赛后表示非常沮丧,魔术绝杀湖人终结六连胜，浓眉赛后表示非常沮丧 #詹姆斯 #发NBA视频瓜分现金 #NBA最前线,#詹姆斯 | #发NBA视频瓜分现金 | #NBA最前线,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjYwMzU4OTAyXzQwNzc0MzMz.m4a,http://v5.oskwai.com/ksc2/mp6v2A5J2qtqZpSui4IJMScwvszFMK7jxV5fB--bblt909ba6ntd4pKuIbFeZxLPfIfRc9lVypKNy0NHhbYLJgW0xs0JYjYHb9Am_DpbPoaLKHa_BUiZo4tx6ilC73gk.mp4?pkey=AAVenOlNmvrZ54C-U-olibkk6XvYSpYdsxgjJBQI-3EHJ0A1pEVTIiRUKHRWeao74nnlpM9x9EPWcFga4rx4yoJYj-s7OK5UgslwDxZmC55lQNG-_b6G-qPa_2rGE2i80AA&tag=1-1732282193-scn-0-31ztemzoy2-0103f77065eb7681&clientCacheKey=3xwc7xc3frmrxhq_3cd3a597&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
9,魔术119-118湖人 詹姆斯31+10小瓦格纳37分上演三分淮绝杀🏀,魔术119-118湖人 詹姆斯31+10小瓦格纳37分上演三分淮绝杀🏀@嘉阳爱电影(O285387433) #NBA最前线 #发NBA视频瓜分现金,#NBA最前线 | #发NBA视频瓜分现金,,http://v5.oskwai.com/ksc2/PMQBw-EGYkbR7EW-QNKDtp7DvAcUmag-1mwZvcC3R4Vs08MAwNH6Pt3e366VqXT8fvoim0U4_AJfFC-BsA6LhsoKV39W12VihJDtcEwb0MQ4F-H9-wvg1bU7ZNMPufwP.mp4?pkey=AAWSJKvFa9UXlC2aZFbHsz7GoQELTdaPbVGpu4M61ENQLklNDOiwG1LjX_oeP-qUZ1xH3OG2jbRb7CRYnqEeey1G2ay3pd7c45u7G2i99PSbSSwccimluj4bOdgsJtcAsBs&tag=1-1732282193-scn-0-qv94lbuzey-6522e8d734fe6142&clientCacheKey=3xve8bg2h6a9rgu_f8d5f74d&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
10,#魔术队 湖人被绝杀,#魔术队 #湖人 #发NBA视频瓜分现金 #詹姆斯 关键时刻两罚不中，湖人被绝杀,#魔术队 | #湖人 | #发NBA视频瓜分现金 | #詹姆斯,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjQ4NjM1MDkxXzI0NDY3ODEzNzk.m4a,http://v5.oskwai.com/ksc2/IgwMrlt3WGyTGh0KG7h2ohrSMZl5-OUd7z00luwhbWjzZwKvhpppgwzbZ95gPwzRxoVQwZRBhIjogPbJLv6SD_zxFaWJhC9x2oYKxdk02ptF1w0fXrc1iuw2pjGTfwaG.mp4?pkey=AAU7ls5i9Ra9xBzTPsHNlM-g71DSKxL1F3QUHxQBn-RQLI1iJM3O95B1kos2etG9RzlTaE6aAODy49RvmC4O5_K8rAlxWBEhRhxlSTdJ7bO6ONvWBtXYkp4hc7OvTM-UzVc&tag=1-1732282193-scn-0-ioq2x6avrp-38e44f3d8d1314d5&clientCacheKey=3xzsvvpwghe3ei4_5b97bbb9&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
11,湖人主场118-119被魔术绝杀。浓眉22投14中，空砍全场最高的39分。,湖人主场118-119被魔术绝杀。浓眉22投14中，空砍全场最高的39分。 #NBA #湖人 #浓眉,#NBA | #湖人 | #浓眉,http://hw.a.yximgs.com/bs2/ost/MTQ5MjUwMTAyNDE4XzQxNzgxOTk4Njc.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5226427513973686715_27aef3322aee2a98_5819_hlsfsl200hd15.m3u8?pkey=AAVZQcNBu-GIrVm2NF1inxoddIpbNggH6vK5jyfV_z7aM2CIMU3tzx7apQoSRkNAvm-XULt9H2c5zXAeb5GmGlS91LUIYt7QEXtISTdUPM5z24V0PVmpIdSu9CVyklgvaAk&tt=hlsfsl200hd15&m3u8ClientCacheKey=445402be3f271cbe2f930e210c73b067&ss=vp
12,118-119憾负魔术#魔术绝杀湖人 ,詹眉包揽最后23分，但！被小瓦格纳三分绝杀，118-119憾负魔术#魔术绝杀湖人 #NBA #詹姆斯,#魔术绝杀湖人 | #NBA | #詹姆斯,http://hw.a.yximgs.com/bs2/ost/MTQ5MjQ3OTY2NTExXzQxNzgxOTk4Njc.m4a,http://v1.oskwai.com/ksc2/hpvMKlq2yfFhJLGvap3SgKxeSD6GSTSiThXfqxuauR6HrPpLBDRL1PZwhN1xnxOITl6KqkVfNf3F_AD5QZEJicObQiqcUoQlXVauAX4lAhJRQaZd1SNUA0oVTVwtblRH.mp4?pkey=AAWQ10qVFv7tXnP5UueOdu-FuzKLAHG7w60E95Ve3s99znE9z4fhQUAsd-x_fki-tM4wkRnePeGqM49qP5eUI7b17gkgid1YjFn-V4G8_qtjXeSBV_ofLBfOTmJB15Us9sQ&tag=1-1732282192-scn-0-lycbs0ybbi-920779c943cbde44&type=hot&clientCacheKey=3xs6c8q6wyqd8zi_03cc7304&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
13,瓦格纳超远三分绝杀湖人！,瓦格纳超远三分绝杀湖人！ #发NBA视频瓜分现金 #NBA最前线 #体育看不停 #村ba五子活力赛,#发NBA视频瓜分现金 | #NBA最前线 | #体育看不停 | #村ba五子活力赛,,http://v1.oskwai.com/ksc2/CuFwLvXxycrPxguwiHMNoT7eguLrNJHhkWGY-qhXfUMt62ocRyD8vCFhirYLJ96yh10lZg3afnW_-1oCeTaOzT70wwRlV80vFUh0Xf_wMjLD_ymL23JntDSLY5hEjcwq.mp4?pkey=AAVPim-sbJSw41Q5x5CLerVWQBc_7GBBejUcinoPgsSz0fxPajTB1bQ7HMZQ7Lk_OKIAFlztdNdn9J_AQJnlEhKaQumjRMFBnZHJVi_IdwM_8DPxZ5qRsdhL3lqff9YQIwI&tag=1-1732282192-scn-0-lp1bhhokzi-348364e9889a611b&type=hot&clientCacheKey=3x2wchdv9sx4grq_3a35efe5&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
