index,pureTitle,caption,tagList,audioUrl,videoUrl
0,卫生巾并非无可替代,卫生巾并非无可替代 #卫生巾 #女性,#卫生巾 | #女性,http://hw.a.yximgs.com/bs2/ost/MTQ5MjUzMjExMDE5XzQzNDA0MzIwMDA.m4a,http://v5.oskwai.com/ksc2/AUiZTEDxk6Y9FMKuW5zUija_VVl79g2LY_hURYpnPbuQv4wjYhmWNaNRARzpxmyINmirBvZ1j0_zS2My_lIAcWQ0MF3RNFqt0nWFPEXlXfCISyLWpLXOvR2YIT6dqoeK.mp4?pkey=AAWD6qR8KUcSp7vV1XAuBgAVY7zn_Y-JxRh01J4LV4dIc1KP_rR9WF7mTGhE5-kYJwaaLnFhsxzprNkj9Nls8q_01rkys6CP8t5T7mQBtB1fIbgoXwNS0AsDpEhAQNDmQvw&tag=1-1732284893-scn-0-supogvp92c-6b40a719c512e9d3&clientCacheKey=3xwvu72vaibfpew_c7fe03bd&di=6766caa1&bp=10121&tt=sl200hd15&ss=vp
1,卫生巾并非无可替代 可以用刀纸,卫生巾并非无可替代  可以用刀纸 #卫生巾 #刀纸,#卫生巾 | #刀纸,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjQ2NjkwNzkzXzQzNDA0MzIwMDA.m4a,http://v5.oskwai.com/ksc2/MqpactjLnViXVY4IEb8lcwFZ1x6-5s0uC95fjUqi4NugA7p2uTQPdlfN-vHrJrqsDq6BR1NwlzcEYC9BFjDkgA1yi_zCKW_4mo1NY7Todku-A8bPRd7BsgBY8P93_GYd.mp4?pkey=AAV9E23i8Fq78plzULY8pIPAUg8Mo87wpiW3VA4HLVF1XSbJreCwc1oo5ageknW5nF01f_sAtRi2VzkNaQK3jggYJ2JmHDWvJOUh6xmBJ0BVEd2e346Uw3CUC1c6YLDyoWc&tag=1-1732284893-scn-0-fqomfnsfxb-fc77ffb07680feb0&clientCacheKey=3xez5nxjkc7sytw_6fcb9d23&di=6766caa1&bp=10121&tt=sl200hd15&ss=vp
2,卫生巾设计师你没事吧！听听女生的心声吧！,卫生巾设计师你没事吧！听听女生的心声吧！#卫生巾 #大姨妈 #舒莱,#卫生巾 | #大姨妈 | #舒莱,http://hw.a.yximgs.com/bs2/ost/MTIzNDM0ODIwMTMyXzIxOTYxODA5MTg.m4a,http://v5.oskwai.com/ksc2/w7w3RpmUmKj0fd5NhibI0YUGcV-z-FkBP1V8K4fg7l0wNXF0Jlm0uqJm9tCde75ffOnaQHGoITIb6bho-VqbWoW1rQ8DuawtCcCTk6OJ20i0fChY4UxkRUxYMruf1KEmbyu0OxrAW51oCDt69J5r7LK6T9bqYWYNjClMCS7UmXJTqX2PpG8vGb1yYukP9xAL.mp4?pkey=AAWko1JecmoYkFIEOAxdDHAWYYwq0h_tESSVSt6KhIt0o1GvkJ3hsk2FZMhU565_UPVQdviCZwOUYC-uv3QUWxjoBBYj_PV0_6Lqjng5GQm2Cxsyx6n3YHNmedP9dnb5XB4&tag=1-1732284908-scn-0-cki02qvlg7-da14b4c668a9847f&clientCacheKey=3xveic3jwuh9daa_v5UltraV12.mp4&di=6766caa1&bp=10121&tt=v5UltraV12&ss=vp
3,：为中国女性做最好的经期护理产品#卫生巾 #女性,#倍舒特 ：为中国女性做最好的经期护理产品#卫生巾 #女性,#倍舒特 | #卫生巾 | #女性,http://ali2.a.yximgs.com/bs2/ost/MTEyODM3MzYwMTA1XzIzNzEzNTI5MjQ.m4a,http://v5.oskwai.com/ksc2/6v_lYVDR7Ql6Uyz59yqauK_2XnUk5Sxw5lXRhJ-1ED8wCJ2f5lW0-B3iy8jtLXxKLJ-2c6KIPbI3PhMn5Hg59A3JCuX7PpFNsgoCJuzP7dKobcAV7vhuMkecvBzFZWH7QpUS6DZJBMYpZM724XsismW_q9ABitRDRewvPF-yMebIfk22ozlrPkUWaLnAJooN.mp4?pkey=AAXcBA7uVwGH0Ib3FhZPvI_YgLg4aU2tY1Juk6iZPtFcrwy-f7JdpQGdvbDGhsYOhYaAk8L86HpKSHUmLxH8jFSTzwfrTOScXPKWgbzV-NlJ4vPD0HZ36hrZOdDEskWZFCM&tag=1-1732284908-scn-0-9gydwdur8e-82e8971c7f6607c9&clientCacheKey=3xrck6ky8f9ac2c_v5UltraV6.mp4&di=6766caa1&bp=10121&tt=v5UltraV6&ss=vp
4,绝不踩类！这些姨妈巾给我闭眼入！！！#姨妈巾 #女生必看 #女性健康,绝不踩类！这些姨妈巾给我闭眼入！！！#姨妈巾 #女生必看 #女性健康,#姨妈巾 | #女生必看 | #女性健康,http://ali2.a.yximgs.com/bs2/ost/ODk5MTkzMjU4MDFfMjM5ODc2NzYyNg.m4a,http://v5.oskwai.com/ksc2/6g4iFT9bnyFrrC58E5FbWZccVVLem7QUX0m-KreHFPQ0RxyQamNFtsd-y-q4ld5qPYF0TWdt61Tz0PlrLMshJp11Y1KduDJJcnrwGzk4F_OIDIjn83044KM7W4Zc3DxUeVYCJxtmUA-1Yp5lTUWhhsPxtpFJjccGUNdfZ3t7y4xsqTOJ74dIXgdf-jJhnn_Z.mp4?pkey=AAWe24fnSHNgxiJ5B6LNnAiHq8t1KbWlpyRlhwsduMAWn4_fjEy5sKhWHoYWWiZ8kup1TUULAMa6G91XdVjhWgSy4xm17wXDUq7qeBUEJ_lo55lSnaXxBXV9mbhB6X2oe5I&tag=1-1732284908-scn-0-lsjyvktpwf-383c09b1d7f2fc18&clientCacheKey=3xmbvddx596tayi_hd15.mp4&di=6766caa1&bp=10121&tt=hd15&ss=vp
5,三斤两型的卫生巾不要买，因为它很有可能就是造成你姨妈痛的原因。散装姨妈巾虽然很便宜，但是它的卫生和安全一般是远远达不到的，一旦污染，后果不堪设想。相信每一个女生都会来生理期，姨妈巾都是我们必备的，如果选错了，后果真的不堪设想。,第十三集｜这五种姨妈巾是万万不能买的！真的很建议女生们收藏！ #ymj #音频禁用  原素材来源于： @-肥猪猪的日常(O2105247651) @快手热点(O40300129) 快来！,#ymj | #音频禁用,http://ali2.a.yximgs.com/bs2/ost/OTM4Njc0MTY1OTRfMTcwODMwNDcyOQ.m4a,http://v5.oskwai.com/ksc2/PmNX5kOftXi1OvPyoP-dECOJyEcFsGWMbmtLi4hHPYsKJj_0Fkd4mqBuW3aQs5zciZN4WaoexNmCKix8RJlF0KVxfRQ9CVlHsAlAtcWPRU6TvyccB8hIk5WttzC888OriUYxRFgE4bnemLmgc65z81MeHlHddTn46ej_7OAnHO5bUGIzMagN2t6bpNrWNyzz.mp4?pkey=AAUfherPGI6nrS53CLepQVX1Zi-TPxZ5py-DOwR9aDkzR8f0HQo-ryIDcMuCZj_Fjn9NZGr_UvHjHdrZ1HbRS6CjIYMoO8kN6WJKj0g9XOJuGgDksWGD7WEgaCuWNm08NcE&tag=1-1732284908-scn-0-4ovsjoj5b9-5cd865915156298d&clientCacheKey=3xg4ttnpmrh4dsg_muhvnus.mp4&di=6766caa1&bp=10121&tt=muhvnus&ss=vp
6,工会进万家卫生巾新就业形态好特妇幼用品有，但是又不会营销，一直默默无闻，就真的替它干着急。大家很多人可能都不知道这个卫生巾品牌成立了24年，做公益10年，从雅安地震给山区的孩子免费发放卫生巾。,坚持女性发声！国产安全良心卫生巾！ #月经  #卫生巾 #美妆百万新星计划,#月经 | #卫生巾 | #美妆百万新星计划,http://hw.a.yximgs.com/bs2/ost/ODY3ODc3NDE5MTVfMjg0MTA4OTkxOA.m4a,http://v5.oskwai.com/ksc2/dyhf2xHG8lGmjSDfoXnLKNYGqkvEYQOE6kEC8bmPvzcGDxzRJYUu9gX64QYXxiL3BB0q0DrmZCDBzs4y0YwD4EOb7fChODo2SWyVl4IfD01y4LdQ9af2OAV4pwmwkzwrp9yrCekak_Tk7skRVZ0ls79I12B09KLqng2WiTUNYdGkjTxBsRp0Uh8u-ux6ExFK.mp4?pkey=AAXOgvMAbe2xQ3o4fg8EbYPjInKVnrrY2c3DjhYKxqe-2jSvYuaxm5lS35_j1c-9rBe9UQF0F2Z1ZeAEUtclfNHO_HTPUV9HBwmtINV9J9vEjLP_TKjLMeaVv3ZkCKSZpEk&tag=1-1732284908-scn-0-kny1xudzfm-d7a49e8d4be95569&clientCacheKey=3xrbkqvqcub6hiy_vnushighkepv1.mp4&di=6766caa1&bp=10121&tt=vnushighkepv1&ss=vp
7,一片卫生巾不就几毛钱吗？,凭什么！卫生巾这么贵！！#女性健康  #卫生巾  #吐槽,#女性健康 | #卫生巾 | #吐槽,http://ali2.a.yximgs.com/bs2/ost/MTA5MDg5NzcyNzEyXzI5NDIyOTY0Nzc.m4a,http://v5.oskwai.com/ksc2/0Tlokn2A3zXGjPfaUaQUHMlUabneulPpaaTRnEP5xLGHOlCHkR2hxFIjTo3bZHkpov0HcG8JBS2ItPLZeHfiwHI6GAbJFa2C6r-4FtA3ik5K0Dryc6QFIl6gxFL7BdAGNEC3F6vg8EDx5QB2plUBh85MxDOkpyNjrkGyWwMUxMf93CqF1ijqt4ebSxPcFu7x.mp4?pkey=AAUUKjnACW3PB0tYiKIlOp4qdlzOtjmiv7n2xq61NQDIlo-rDRWwdtOfmmp7ce-FMb8cXKcGZCibST4UKgk2WqDcG18703_mnXES0afTgwf16Eh8r4qeB5rq0wlCVXROZzk&tag=1-1732284908-scn-0-rdorboxsqx-2242a1d18c66e029&clientCacheKey=3xcfgvarukk3y5g_v5UltraV6.mp4&di=6766caa1&bp=10121&tt=v5UltraV6&ss=vp
8,希望全天下的女生都能实现卫生巾自由 #女生用品 #关爱女性健康 #校园情景剧,希望全天下的女生都能实现卫生巾自由 #女生用品 #关爱女性健康 #校园情景剧,#女生用品 | #关爱女性健康 | #校园情景剧,http://hw.a.yximgs.com/bs2/ost/Njg1Mjc1MjQ5MjlfMTg1NjMzNjQzNg.m4a,http://v5.oskwai.com/ksc2/HeV0o_iuKUVqttdw2Rq0U9AKTIE48CWaU78dk_9m2grOpvBWZf5SzxVs1b3rdIrJnvLNHLn5CETo-3MB9Pjg3mlebwVX4WDJmy1xgDN9tD8DbvmUP_SPxzFs0RbmxnWpvKoN9Vj0v0GAE6hPCq1IglLjcYGRIc9eB0U1h3ASFUZV10OXXuLLE-ILK7lPd-eI.mp4?pkey=AAW85-9O5kdc1AFN0WXriXiO9AAbj0FSkD48Dx5BTkk4fie1VCrRJIJ2DRrm-Wq6veE3uG9XWX78vas4EGHI05diSFvFPuBMGBrrCEGGv_4UekWl8PXg6JC7l75bd-VDZxg&tag=1-1732284908-scn-0-yjifiibtlc-41c4e43cc1c6c0fc&clientCacheKey=3xjnzaxuc7g855e_muvnus.mp4&di=6766caa1&bp=10121&tt=muvnus&ss=vp
9,让团队女生都赞不绝口的姨妈巾竟然是它？#姨妈巾推荐,让团队女生都赞不绝口的姨妈巾竟然是它？！#自在嗨购予妳偏爱 #人间干爽 #姨妈巾推荐@七度空间女性护理旗舰店(O2844650617),#自在嗨购予妳偏爱 | #人间干爽 | #姨妈巾推荐@七度空间女性护理旗舰店(O2844650617),http://hw.a.yximgs.com/bs2/ost/ODgxMTgzNzkzMTJfMTE3ODQxNjQ4MA.m4a,http://v5.oskwai.com/ksc2/Q6-T2f7iWbuy518zDOnpcPxl28Pw1Y_BHwjIf4216w995pKWrgvlQAIbMxOcrzMWa4PLjvgWtlV7fzkv6njoYp6chnvTSkF68BXkgNK9l3-XOjnrJw9Nqi2fMbjQ5HcR8pWtybXJzvmcsYZjyH5ZC3cvm0OIk_tMPW-BprrePm9FtpbUsixi0l5Bof8avG_T.mp4?pkey=AAXDbS1y8d8RJQhPwgeUaTNc5SFiVAHF89_kwMbh84puRLtV7Q0HXK-N3rSmyitLAXv9A_yfiTL9QnkQGGP4DfUXkp2FQ4FEGB-aT6jdKiITN_pdwBUE6HJ1BebqUQkVp4g&tag=1-1732284902-scn-0-tr2xidvfab-57326863fa9afe76&clientCacheKey=3x5pkg3xs8zhgru_uhvnus.mp4&di=6766caa1&bp=10121&tt=uhvnus&ss=vp
