index,pureTitle,caption,tagList,audioUrl,videoUrl
0,2024年世界互联网大会乌镇峰会互联网文化交流互鉴论坛与您相约#文化何以遇鉴文化,11月21日，2024年世界互联网大会乌镇峰会互联网文化交流互鉴论坛与您相约，精彩即将上演，乌镇不见不散！ #文化何以遇鉴文化,#文化何以遇鉴文化,,http://v5.oskwai.com/ksc2/ApikhRScKjKhzR5dQwRTTBc3OQQet2CZhiGn1DqtEhTr7aVAO23A6B4YFayreAh_vPnM52pnVCd0ytI2cPRKmya0RNFjXhZlJZF65tldLptRcSRXixZYR18geaTQZrxJ.mp4?pkey=AAWp_jkmQF647JUyppmCnFxcHdoXyH5djeO7EmqMLStkJh-OKMqlWDh68vx2AXdZca9IaoX4fkbLS4I0T-d_3J5c5gsI12PYHpUrmnxKbu8h1iSJ8a8VuT6Ea_Muo_qq8Uw&tag=1-1732284575-scn-0-xj3zcyounu-65954efcaae3d748&clientCacheKey=3x3ra64wcwhy6q4_cc369693&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
1,互联网文化交流互鉴论坛,【 #一个琵琶弹出世界  】你永远可以相信中国国乐！2024年 #世界互联网大会乌镇峰会  互联网文化交流互鉴论坛，中国国乐艺术家、当代五弦琵琶代表人物方锦龙 ，用一把五弦琵琶，指尖拨动，从北京到西班牙，从亚洲到欧洲，不同文化、不同风格的音乐汩汩流淌，引起全场各国嘉宾的共鸣，掌声雷动。 #文化何以遇鉴文化,#一个琵琶弹出世界 | #世界互联网大会乌镇峰会 | #文化何以遇鉴文化,,http://v5.oskwai.com/ksc2/GjndK6nwRVVGQtwNDkOcw3TwztdOQG2k3sDhQzlTyLeiQm8EJiKuF1iJeC0UFOHDtNPQtdVFyNVOjv5riXD5hgDoe3rUvWSKS8fTfk8ZvstE_NqelRYCFUhYX6LktpH4SMzzfSuvEUqwYj9vttSn35tCMu1eC9dl6hHFx1ehb9X4YHKMfIhfUCMig1oiM9ZZ.mp4?pkey=AAWpgLPfC8GYg7p0rDE8NFbGZxuWdsb--0MgjwfowvTJhPaCL2S1UxQ6CXuvde4L0tuMltvUReWg1YD8Ke9t70kRhJpU1Lz1GtWSv-5GmFREOVAjXxwEGY71IL16g4mGSfs&tag=1-1732284575-scn-0-9ofqvw4yhh-df1c1849fe6480ed&clientCacheKey=3x9gf9uitz5d3a2_uvipqt3.mp4&di=6766caa1&bp=10121&tt=uvipqt3&ss=vp
2,#文化何以遇鉴文化 ,中欧美全球倡议发起人高大伟：当互联网拓宽了我们的视野时，它是有价值的；但如果它把我们困在认知孤岛上，那么它就成了问题 #文化何以遇鉴文化,#文化何以遇鉴文化,,http://v5.oskwai.com/ksc2/ykwVQtdTbeeTEPbmxj1yl6_SsV7x00KBFrq5k3Xg6Be-iUnJg0V_Ek21kuObh2nqOpNEl1mkpJSTQpiq3WP-k_p6ag42VbrVnrmsSo-FDzxMxY_FNW2IDT4HzeruXNg8.mp4?pkey=AAWfvc1yYB1EiiSMQGdDJt4a7Y9C8oKFP25ej_VcHoqmnRKHmm7yMOqhUsRspnR2kOODcfdenM3N3oCq3bkJW-YZwXD4zFfaibbAN0J6uf99bR4Aa-58pZS1_cdX4FCrPCY&tag=1-1732284575-scn-0-fltzo6ppcw-06e1d4faac8b004c&clientCacheKey=3xjbervj5bu82yg_61039332&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
3,智秦绘本故事——文化安全（下）,第3集｜智秦绘本故事——文化安全（下） @快手平台帐号(O90041)  @极速版通知小助手(O40300158)  #文化安全  #素质教育,#文化安全 | #素质教育,http://ali2.a.yximgs.com/bs2/ost/Njg3MzYwOTY2MTFfMjQ0NDIxMTA2MA.m4a,http://v5.oskwai.com/ksc2/m7zK2uWFgn8n3sxObfxsksr5_W-u7G9eZi3OPDFvY3tKHxUCySFyDFwfN-LvhMgseLa_JzxtLgBzPOgSvAVXr1szCRRhpzhxWRkMuiXAF71oLR9rK3TF7vYhuITcGrh1Dc2etyDAZf2IJs9oM8ENvMoTzXqWGbbe3JOsOfyu9qyGjklAOq7-DhTvZHVB-H0F.mp4?pkey=AAWyuJL6A_nmK-s8YAZZAoX_c4LqdViHsLZbxIyA5MYbtb24hm72OzVoy7r6Ct_4V4U1F7PGbhALe3CKN3LKwIAz0zaRxmwIqdE_BEjxsa1KHDt_mTZG1SS7jRKs26L7aY8&tag=1-1732284589-scn-0-paxmdvvh51-80da351b3bf5fe6d&clientCacheKey=3x2rzcptqky4if4_b.mp4&di=6766caa1&bp=10121&tt=b&ss=vp
4,尼山论什么｜时代之问 尼山之论 交流互鉴 和而不同,尼山论什么｜时代之问 尼山之论 交流互鉴 和而不同 #尼山论什么  ,#尼山论什么,,http://v5-ot-vod.kwaicdn.com/bs3/video-hls/5247819602251954839_42b224e9e8297bc9_155939059101343_hlsfv6HighV5.m3u8?pkey=AAXXI7r7pV0zTGQM6pbkdr4UmS98CPSIOz--dtWgT_FFnAiaOXVszfuDp5ZeZbAfi6UXVnKqU1LPAVd9ojvSuJy4xqvrFkq77D2gimLKoySZhiky0--Y7BFOmm93f4CeJuc&tt=hlsfv6HighV5&m3u8ClientCacheKey=523cbf8a0c3d24571063aba97f9ec8a1&ss=vp
5,唯有你--君泽，天地为鉴,"@小祁(O2837597263) @快手热点(O40300129) #易次元 言玺：“哥哥不会对其他女子好，只对你一个人好，满不满意？”
百里修：“幸好只是一千年，只用了一千年，便让我寻到你了……”
李怀璟：“她既想跟朕吵，又怎会觉得自己有错，需要个台阶。”",#易次元,http://ali2.a.yximgs.com/bs2/ost/OTk2OTcyMzgzMjZfMTc2NzM1OTA0MQ.m4a,http://v5.oskwai.com/ksc2/xZ2UHq5ZvdgSmpG_KrJQf39cm6aR1MCjQSR-ayfWeMJuuE-UpU322Wjx3jfjHYK3sPZbb_9UQm-0C1L13FscPGTCrSvj2ggiuaKPRbIt9iBm_GnCjLMSQJuUwFFBvNOWeMi33KBRL48ouiDa3eoJwVCD3wl19nG__BGDrr1jl2CYbUihNhtAMiWClsJYVtqr.mp4?pkey=AAVpKLwtzARlUXZFSgx7ssogtq9iUCRDBKouzLEyxVc2j3keTpqxCV1T-uhQMSUzmOkGXxGE-BcVT0W07N7n3R6nPzl3gnw5DtnhTfko2YNm8FecdBe7Gk1CA86hKAEPpig&tag=1-1732284582-scn-0-d9nvs8hsm5-e8dcbc3b53f19533&clientCacheKey=3x2ztxevsqfcxug_b.mp4&di=6766caa1&bp=10121&tt=b&ss=vp
6,一份来自《遇鉴·文明》的#重阳节祝福，请签收！,一份来自《遇鉴·文明》的#重阳节祝福，请签收！,#重阳节祝福，请签收！,,http://v5.oskwai.com/ksc2/mY22IqovNT389Udvmz36j6ZkNd733leqARsmOon4AB3RLruWF2m3ZgKU8MQAtsu_mS5U5Oc9gRLSaw3VCsrW6uS5SiCye4LIrFYGk-X6e274VPndPBQexaS9KgCcbZceh4mB35XB35WHDxMELJcfgnKi5Q3vWuWiiNV3rF_dhBWycOpS35KlV4Voin1_Rbjq.mp4?pkey=AAXIDMDU86rqVUlLhtzrUkXYxjWjUuN40LuBbcBcmCy7s3FnTpTFK8bs3XiNkCDGQTJYRQDq5nRQTab9MQHJw3lG8jI_qnpb7mCsCu7cdI7z3oXNWCx9_CNdsRyMq-YQ1Po&tag=1-1732284582-scn-0-drrpxkkecz-23e1ba0416e8967d&clientCacheKey=3xbhtv9yshyzn8a_uvnus.mp4&di=6766caa1&bp=10121&tt=uvnus&ss=vp
7,"老人无德
家里必不安宁 #康华兰 #国学文化 #家文化 ","老人无德
家里必不安宁 #康华兰 #国学文化 #家文化 ",#康华兰 | #国学文化 | #家文化,http://ali2.a.yximgs.com/bs2/ost/MTQ4NzUzNDIwMTQwXzM3ODU2ODg1Njc.m4a,http://v5.oskwai.com/ksc2/rwsK89VvCm0YwnX0C91nx5BDZGqS2M5DZQ70m5r5b93ful76QLA92tU37XqNkS-RJaQyzFihG5WiRcVFQPc0GabjHkk2MhOjiZ_4i2OEosEFYMMKKFTID_KAeMMHlUUt.mp4?pkey=AAU07MWk4r245O17_HUTJLTUhUIUTQ1ZUnR1aNvjlqmRA-nT4uURb1UGAy96L0geasx9ihUZ4fAQQn6tzZNw3mDeT990yLVYT3WAh6ZyKiaz4PY1zCApGlWHe7V761FwTTw&tag=1-1732284582-scn-0-ijfmgzi6rj-84ae8c11c5bf99ab&clientCacheKey=3xeg7y5rbu2zfca_62a44561&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
8,李子柒祝福世界互联网大会乌镇峰会互联网文化交流互鉴论坛圆满成功,李子柒祝福世界互联网大会乌镇峰会互联网文化交流互鉴论坛圆满成功 #文化何以遇鉴文化 #李子柒 #中国文化 #传统文化 @我要上热门(O1907752910) @快手热点(O40300129) @快手创作者中心(O40300138),#文化何以遇鉴文化 | #李子柒 | #中国文化 | #传统文化,http://ali2.a.yximgs.com/bs2/ost/MTQ5MTE3NTc0MzExXzM5ODQzNDgxNzg.m4a,http://v5.oskwai.com/ksc2/Alq4Xx5_9fES8r9lGzOqE9b019Zdz_R1R7W9G2G8iUmJ7nUun3D6CBlclN-MWhulqoBYOVAnydq9BFbzAUTXymch_y31U0hyfteFRe5SsykVbcxzTBAkCvXdHPOMbi7_.mp4?pkey=AAULDpj_S4zMexEcoR47s2nyxDsnRXodhpZzCeCMQO8hDdqjrRBC9vmrwGiSKoQk1Tftea-Aq2gmgAKrMhYOHNih-Sf9qFNhx_HGXDgXyRFvBYB7Sl8pGn--Qo0UwdOWBiE&tag=1-1732284581-scn-0-7bdnojmmq2-faa0c606f4a4bba4&clientCacheKey=3xqeu3cs9ka6x3e_b2d101d5&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
9,"曾国藩六戒
#国学智慧 #中华文化 #家庭教育 ","曾国藩六戒
#国学智慧 #中华文化 #家庭教育",#国学智慧 | #中华文化 | #家庭教育,http://ali2.a.yximgs.com/bs2/ost/MTE3Njg2NzYzMTg2XzEzMjE4NjIwMTE.m4a,http://v5.oskwai.com/ksc2/_gdU-29B5BqQaU0MjFiHOe_-Nm1bGO6-18KnLUeRrRwOdiuxMvV64ymkP0cpJSpbN02otdh55eFlxim7uAkBxUPOXhahyV1uhSJnBVGj2QrCVJ1eVQSq56WsaLTm9Bz6zcYi2rjKUWnii0LFazBRsutE4f00Z7FHKx4fGKzh7a8I-BbX2oOlrlNIH6Dkiirx.mp4?pkey=AAXUTwemimftTJFhlih0MTG6aXjPggwxjjvQ_wDoGjSTTmaozSQ--gA8O4Zz-a8jnojy3JH5arVpDtDB6cPU5elF_utUGzdYHLpLu2MH1Z_6v9gEGFup0WVWEwJaVtlPeT4&tag=1-1732284581-scn-0-sx2uxtllha-05d8baf413e3162f&clientCacheKey=3xrf62p385zyjgu_b.mp4&di=6766caa1&bp=10121&tt=b&ss=vp
