index,pureTitle,caption,tagList,audioUrl,videoUrl
0,坦言：最近进到半决赛不容易,#王楚钦战胜莫雷加德晋级四强 赛后发言让人泪目！#王楚钦 坦言：最近进到半决赛不容易，球落地的一刻，自己也非常激动。” #王楚钦复仇成功 #王楚钦莫雷加德,#王楚钦战胜莫雷加德晋级四强 | #王楚钦 | #王楚钦复仇成功 | #王楚钦莫雷加德,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjYxMzUyMTc0XzE0NzcwMTkwNzY.m4a,http://v5.oskwai.com/ksc2/HuA83XkYfEdQDGZx7t9NzeEJ5dqmOApIUpI1uDkeYKpZ3YUK0Sy75RPfyjVEQ8BMJ-g6VdSCReihB0BiY_etTyD0l61RldxAbXxWZh-saWcsosfxe2DoNASY57mNCOi6.mp4?pkey=AAWCvirOBwR49N1GBJZUwiBku98cywMLUkrUTYnf-1c_bNqmV21Lm-MkxfZBZyABlOvlYaxFziHlq0hudwKRSF6ei794Rw1Z_koNQZfvoSrj0clibgJUdfBFqfXCPPSJ6FM&tag=1-1732285313-scn-0-uxxd9a3bep-caa6a99e81b7713b&clientCacheKey=3xkjm6ymq4rhz7g_e92b4ae1&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
1,王楚钦坦言最近能进到半决赛不太容易,这段发言让人泪目！王楚钦坦言最近能进到半决赛不太容易，球落地那一刻自己非常激动！#王楚钦 #日本 #福冈 #赛后发言,#王楚钦 | #日本 | #福冈 | #赛后发言,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjczMTQzNDcwXzIwMTY0MzI5MTM.m4a,http://v5.oskwai.com/ksc2/C93Y51ICuEHA5Pl-yXzvV_k0vCQL10NeRnRQGnCS6vM95ZC9GNOXl_VHcc_NZPC-woIsjXsMI7BKbPO06oIG5b3kudSTjjotk7y0Mz907Nr3EaTUrfHHytKaSvf4IvJq.mp4?pkey=AAU4ec7mOAb0PcqxBjAKo4ghgcKQkhuHhkHnW1crwY0BYJz8PEMLBVcASDGgzWzSrd6DYtj9f9PdLdTUB6fPLa9do8yfUinpyBpW-CUqv2CsyKXYgTTK81oz48R6s97NLb0&tag=1-1732285313-scn-0-7t32dtcvua-7a4b41aaf78fc588&clientCacheKey=3xpfexn2pq34kps_546b2aa5&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
2,王楚钦调侃自己“最近进半决赛确实不容易”，时隔114天，他又回来啦！,王楚钦调侃自己“最近进半决赛确实不容易”，时隔114天，他又回来啦！,,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjU2Njk5MDQ0XzI1ODkzMDc0MDY.m4a,http://v1.oskwai.com/ksc2/GjMA_VM2io4pc8VgMzFqarceBfgNV4TzhpFFy5zImgikm66h1wi4MPE3o2eJRVHwqJFYXMOzuOWeMKB-D5qlmU6FWYwCOEAqk9zOa4shzkKcSufO8p_RTuuG-YofAK-v.mp4?pkey=AAWoqFOTuS-zaLV_B7EAnDGje228JDoH4VdBC_vsEG1VeyRmark0P-Fi5HZQ9LmS7xzbmyncOXQCZ46iN89fLlkP3C_-pVVGwZxNB9Fm7rGkGdVcfdPx8k7S4jvvMuzAkTU&tag=1-1732285313-scn-0-rwkh8jdhsc-a3bb4e5ae5898015&type=hot&clientCacheKey=3xpnrhj37xuunh9_e141314f&di=6766caa1&bp=10121&tt=v6HighHQVH&ss=vp
3,王楚钦爆冷1-3出局，大头好像还没有找回之前的状态，继续坚定自信走下去，加油！#体育看不停  #快手运动季 #我来自东方,王楚钦爆冷1-3出局，大头好像还没有找回之前的状态，继续坚定自信走下去，加油！#体育看不停  #快手运动季 #我来自东方,#体育看不停 | #快手运动季 | #我来自东方,http://ali2.a.yximgs.com/bs2/ost/MTQ0OTc5MjQxMzA5XzI0OTcwNzEwNTA.m4a,http://v5.oskwai.com/ksc2/FIZJikHue9JxdsSF0GbvghY00Uqs22V94eSewZjcuJIsplzu9kfI6lv7EmjJqjwKL6wESW__aquFrTC0S3Y1Ypii7XtmFcB7ittdbX5RX4u8yLviVbphdDofycGREm6oBlM9uKjyphnxX9EzXBkj6g.mp4?pkey=AAVFn6Sdw1XPpCIDsdIQ9TmUXUwreDwjUqvbFUv-DORpZ1fpeo7U4P9eT-PbXWcIogiIhEeM7egqx9ylc47SLGJotR2XPrWDDRyJKuSpciFLkQ-qljnQkg6D-5n4K0_LviY&tag=1-1732285329-scn-0-yym4itebk0-0c5011c56873ee07&clientCacheKey=3xcmxcxzx972pa9_3ad10094&di=6766caa1&bp=10121&tt=v6UltraHQv8&ss=vp
4, #艺起为奥运加油  王楚钦爆冷出局，换拍固然影响很大，但归根结底是实力不足。 #王楚钦 ,#艺起为奥运加油  王楚钦爆冷出局，换拍固然影响很大，但归根结底是实力不足。 #王楚钦,#艺起为奥运加油 | #王楚钦,http://hw.a.yximgs.com/bs2/ost/MTM5MzgzNjU0MDk2XzEyNjcwMTYyMDk.m4a,http://v5.oskwai.com/ksc2/Oc9zXVDFDk3L0VQ_bkqPS2r32UQeMUub3lWBE9xwnaKwnIHe1_Xg_aA8_Lg-D0iMVsbRMYCo0L4seeT8QxUBZDPK95IFYQgj_1VBbvM_8CGbyug1nQRmDZzwdKGxWk-83S0cmjTFnVQNR0FFrj3SyQ.mp4?pkey=AAW4KQgyvV87el0VrTgPWKpM8kjdGYoDiLQ5njXgWMQy00fgRH10frQ7vvum-A9sFIToiyQGPTgsbUVpUN28Wqs3dBY947oS9Mjwk-HL5Hloo3kWRNgyyububcYr8KFDDS8&tag=1-1732285329-scn-0-vt73idiixg-22bc4a95c8dc42c2&clientCacheKey=3xgvwbqdrdbfu2q_0d63261d&di=6766caa1&bp=10121&tt=v6UltraV5&ss=vp
5,保持好心态，团体赛继续冲！#王楚钦爆冷出局  #王楚钦  #乒乓球 ,保持好心态，团体赛继续冲！#王楚钦爆冷出局  #王楚钦  #乒乓球,#王楚钦爆冷出局 | #王楚钦 | #乒乓球,http://ali2.a.yximgs.com/bs2/ost/MTM5MzczNDU2MjczXzExNTY0NDAyNDg.m4a,http://v5.oskwai.com/ksc2/CKtIiZHdYTUiXy9XWx5HLG5yt1x8pytO-2l0U_4M1zeCSa6ewZT2iSIptAosj3wfMkSjzmkq6WTFNcEIjjkhoTCsrFwX4HcnM1WDWJPlRo5jzO28HVqdoW2HxpbLIxAgLmT3RaOqdOndxLPQqW09Yw.mp4?pkey=AAWQ0O4gICsLzJLLRWojI3S_L9PW7zu17Ld3qD5C9oMaSR8D1jUIZD6FyWwwGu0nunKabZGXzdW4bMgs4m3iICzh67kI6WuzwhIuCav1hbjxDtTgywk3xPyMNl4ZUiVDBR0&tag=1-1732285329-scn-0-aiuw8juff3-cdb60afa0dfe3245&clientCacheKey=3xpanmrfbvszfyq_1e7db62b&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
6,#王楚钦孙颖莎 ,只希望你们在失去一次对方后懂得珍惜，眼前人不可多得#国乒 #王楚钦孙颖莎 #请叫我许昕,#国乒 | #王楚钦孙颖莎 | #请叫我许昕,,
7,好的，现在比赛来到了第四局，王楚青的赛点局。王浩现在的压力也是比较大，在今天前两场比赛中已经是损失了两位大将了。目前王者清小比分五比一，大比分二比一领先啊，虽然说丢失首局，但是丝毫不影响后续的发挥。,正播法兰克福冠军赛！赛点局9比6，王皓紧急暂停！王楚钦最窒息一幕来了#王楚钦 #乒乓球 ,#王楚钦 | #乒乓球,http://ali2.a.yximgs.com/bs2/ost/MTE2MjYzMDY3OTk2XzU2OTc1MzUwMA.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5221923886222266392_hlsfV5HighV8.m3u8?pkey=AAV9Cb6gm5GLFvJymhym1VrN-9aKgRwHGPRRQ4xkxrw8PNKY7znXF5whMuLplJTWp-s2KP4EF47jiSFUfBHPVeSKAEwi7B6pOF1eK6mnUVTZoHGmfK0ozR2R9tQGQjM8A3s&tt=hlsfV5HighV8&m3u8ClientCacheKey=0c2b3f127a0c0f699978e29162f8caad&ss=vp
8,#王楚钦3比1莫雷加德 自我调侃最近能进半决赛不容易,#王楚钦3比1莫雷加德  赛后采访逗笑全场，自我调侃最近能进半决赛不容易，被音乐打断后问是不是不让说了 #王楚钦  #wtt福冈总决赛  #国乒,#王楚钦3比1莫雷加德 | #王楚钦 | #wtt福冈总决赛 | #国乒,http://hw.a.yximgs.com/bs2/ost/MTQ5MjU3MDk0NzYxXzE4Nzg2MTk0Nzk.m4a,http://v5.oskwai.com/ksc2/CYExwCyyUT2bQ7GDFVtoxVy6LvGBkyrRlqvhngiLNBpW1oMwC27KODwduJlvCWmGqMJl9ZDJF3VB-b46qmpJ8D-X0cjynFNLLU2D6Jwpty4gRTs2PxjUBuX6ldadWvGq.mp4?pkey=AAUAZY7h2rWEtyrCLMnYkgb9BI-ZyazzF_h2CIXhPZxvKzNnaLmbNZvvIOgWj-JalSHNYfmOPfZobuCZ5h-dIP65ZyYki7tK3tu5goury0Q_wjK5e7xSr8_dUzmdtqX91pI&tag=1-1732285324-scn-0-zkbip7rfag-e46b9df1a0d964c2&clientCacheKey=3xqrae8b2f2jkdu_3d72fd4f&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
9,王楚钦间歇期极力与队友沟通，这个冠军不容易！,开局一球失误，连输两局后梁靖崑满脸失落，王楚钦间歇期极力与队友沟通，鼓舞士气！这个冠军不容易！,,http://hw.a.yximgs.com/bs2/ost/MTQ1MzUwOTMyODQ5XzMyOTE2MzkyNjQ.m4a,http://v5.oskwai.com/ksc2/y01NufDU9eyA1ErYd3n-uE9TfW8ELM0tQP03aOF2ozkMduXN4zbjd808B1NZbNiNEWUdjk5pkYpHPDZHHxP4eJq2jQw4sg8oRV8h2EHiIzn3jmvwkLjxr-nV2pnYNzauNARnOplyPLNHSXPS6SX8kw.mp4?pkey=AAX29fk120GyIturn2vYE-4SAXWDnf5Liydnsl78Xza9H0nOL-8aja2jSh07rnjMXnONjSbOEiXYTJEmzuXb8WOcSgAK3rSM29-Wq0aTEMezhIt4OUayS_RXRSyVuJisupE&tag=1-1732285324-scn-0-6rufara2v0-552314386c757cc0&clientCacheKey=3xrhs4y7bp7m5t4_7f51c8dc&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
