index,pureTitle,caption,tagList,audioUrl,videoUrl
0,”美国威胁取消中国永久正常贸易关系（PNTR）地位（动静新闻）,“妄开历史倒车？”美国威胁取消中国永久正常贸易关系（PNTR）地位（动静新闻）,,http://hw.a.yximgs.com/bs2/ost/MTQ5MjU4NDk3OTI4XzE4NzUzNzY2MDI.m4a,http://v5.oskwai.com/ksc2/54mg8EaIeGlTHe_bGxmPyTmX4_ib68OQOkCJTSxmktTsyThKb7luav7YEMFNHSdmAg49VAF79D_6VKYDCu997iNlZqlilqf6kfCYVHEvNRoZ8SLVNaQVQwuVBS7BBgl9.mp4?pkey=AAWJPwvXRyLqt6bL1-fMAdHtiR7JGLl5m5lwONJmGk4wWcogTp5APijb8c2UNksRmY3ECylOGLLnv9yRD7C6rGDOhr9FgF9wIJd-lUZp1zKUMriSvu-fDeSCjSRAXSwzKYs&tag=1-1732284480-scn-0-gmdqlwik42-db4dab8bb9c6d480&clientCacheKey=3xmeaqc9q7twdh2_55cfe647&di=6766caa1&bp=10121&tt=v6UltraHQv7&ss=vp
1,预谋废掉中国重要地位,特朗普三权归一，共和党对华“下战书”，预谋废掉中国重要地位,,http://ali2.a.yximgs.com/bs2/ost/MTQ4NTYyNTIzMzAwXzM1MjY5ODMyODQ.m4a,http://v5.oskwai.com/ksc2/iQnEl9-DRkgPv-s1lyLHG7_9epHPPKCGvKC6GTVGPUMa78uaExl_4TY-uK5_pFIbOep0EcK0s5EXr-e3-5FVsH6y403sabG1m-SA7Im6W05LmG1honKDbAJqlaOO5hqw.mp4?pkey=AAXqyT9ImV4wGrM5JlFlnObJhnBHEWR197clZN1VGNQeEPgDJTOpl_j-Qb0odsTVVqVjJOI7I4jFB0wa1LajwGFB3hqSm67JatMisvCVK1IztsIUM03mOQGqI9P0-TqaF08&tag=1-1732284491-scn-0-jbhsgtwg8u-3e9711fbc430c8d2&clientCacheKey=3xrscwjaet9z4mc_02a6a77e&di=6766caa1&bp=10121&tt=sl200hd15&ss=vp
2,中美贸易战要开始了？美开始对华出狠招，盯上中国最惠国待遇,中美贸易战要开始了？美开始对华出狠招，盯上中国最惠国待遇 #美国 #中美博弈 #国际 #经济 ,#美国 | #中美博弈 | #国际 | #经济,http://hw.a.yximgs.com/bs2/ost/MTQ5MDE4Njg0MTIyXzI2Nzg2MDA1Nw.m4a,http://v5.oskwai.com/ksc2/AdVIMTfnEi-s3oToTaQES1l9nywsX85s9X0T3KEayDekY7acxiXzwKdqpDdaB4V_NrHOP7U5EYwXQ16wxlzXSk-etUn2hoeTXBz-QwIbkAWcYBD38U397kAyFmjqwE8-.mp4?pkey=AAWsiPO62Gss4foQqTTd3KVg1j2TMgolNuPhQJxedKYyWD8jOc3rKeoOJ8VcQ1QKsbUKawm7RsytBew40lUhWeWRrRWruG_nX6Z2p89Li5acH_CwwFZQwmZUbxDP9STsNGA&tag=1-1732284491-scn-0-zwbjc4ljre-0c920cef2992c011&clientCacheKey=3x45tuuv45jhgbk_3b5d3f16&di=6766caa1&bp=10121&tt=v6UltraHQv8&ss=vp
3,白头鹰会取消熊猫最惠国待遇吗#中美贸易战#中美博弈#小额豁免,白头鹰会取消熊猫最惠国待遇吗中美博弈#小额豁免,#小额豁免,http://hw.a.yximgs.com/bs2/ost/MTQ5MjIzOTE3NjI0XzkwNjE0NTA2NA.m4a,http://v5-vod.kwaicdn.com/bs3/video-hls/5228679313450338723_c1fea3ef87aa3487_5750_hlsfk30SlHiHQVH.m3u8?pkey=AAXFks1f4Z-dSZuWrZFKkH4m2RGxV4_VrbeXR_iXYkTc_UonfszcEOWFv8qudxdSNxHKmFWCGJc9VkkavQF_fHLqFQ8ymusE-UhZMmiqdCtGRjadEXLh4PRYOdhbC0jqR6w&tt=hlsfk30SlHiHQVH&m3u8ClientCacheKey=f56b1f3aeeb51bde950e3d0e3ea1ad89&ss=vp
4,415：0压倒性通过，美国欲取消国际优惠，中国被迫列入发达国家？,415：0压倒性通过，美国欲取消国际优惠，中国被迫列入发达国家？ #新知创作人  #发达国家  #中国经济 ,#新知创作人 | #发达国家 | #中国经济,http://ali2.a.yximgs.com/bs2/ost/MTE2NDA3NDE5Mzk5XzEzNjU1NjI0Mzk.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5244723360365883393_hlsfV5HighV8.m3u8?pkey=AAXM-BYzV0Y4xGcru5V61Kw-tM-Ici7ISdLrtKZl8Pei4YmaplKr50yMa0YjfuCLTmF3Giz05Sy_-oJy1zIYjms1vort-aqlN9Ko67qrh_4VdYC3wgzT83pp9-dfH2bVjrA&tt=hlsfV5HighV8&m3u8ClientCacheKey=c8e42c39b94dd3415446dae70b8ceaa1&ss=vp
5,美方在通话中是否表示将取消对中国进口商品加征的关税？,美方在通话中是否表示将取消对中国进口商品加征的关税？外交部回应 #中国 #美国,#中国 | #美国,,http://v5.oskwai.com/ksc2/L1B4Pq2Z3sj42w6H9jct0oLQbN5z4e7wl0Bf36h_WPHd7h08Bk9CLNuat0ypKpOtL2SQOiqrLR1d76hus2Q76WOHGG4X9llGtKtJars_4nlIGSPQmW1QDE-iBy2jq5U47s-_VJC1YpOONLDmW8OBC2rpl3f_iJAFQCKGC2ItcX0gXum_3-nUdIcgtLi8pE2F.mp4?pkey=AAVnItx7zGbn5SmNL2cGjcgmLDbpg4rHJnn0NwRbyREtHB22tyE6viL__Ej2fK0xCCDK2DSEz_tKJEH_prkzQ2VNv5qjLvgBTF_EllLXhs16CxBWnygdAw_fTbP7EV2EiDs&tag=1-1732284489-scn-0-yzavoratd9-cfbad58532754e47&clientCacheKey=3xuhtkwe9ux7zuq_vnus.mp4&di=6766caa1&bp=10121&tt=vnus&ss=vp
6,共和党提议取消中美永久贸易正常关系地位 ，人民币暴跌，间接影响豆粕，应积极备货,共和党提议取消中美永久贸易正常关系地位 ，人民币暴跌，间接影响豆粕，应积极备货 #蛋鸡  #养猪 #牛羊,#蛋鸡 | #养猪 | #牛羊,http://hw.a.yximgs.com/bs2/ost/MTQ4NDI5MTA1NDEyXzU3NzAxNTU3.m4a,http://v5.oskwai.com/ksc2/qN_xf8ICr8dTRzF-xYjepZk22Wk0XlTARI4csl7gnNFNuUD7dBY28vXw8WeC3nvXcslL5DGzRTsSoszV519ZtG00L9ncj2_-ehLKtMkBfFspKojOPvJ0DinC8kpnI1Qf.mp4?pkey=AAU2G8gNI4IHXDgPXKdyUJeVtqmdSaYNSO3C6lD3Ig1yoLchuVZyCwKcA5j03OSG9ZtnxDR3WHArQrLXEnys88I1s3emxQw0GMWriFTAUL4LsohaJyU_GLZnJvQY9l4PaGg&tag=1-1732284487-scn-0-y2gyarnnux-7bd3c0179bb6c8f1&clientCacheKey=3xjk4iqus8fwc7w_a9df02c3&di=6766caa1&bp=10121&tt=v6UltraV5&ss=vp
7,美国财长：停止同中国贸易将是“灾难性的”#中国 #美国 #贸易,美国财长：停止同中国贸易将是“灾难性的”#中国  #美国  #贸易,#中国 | #美国 | #贸易,,http://v5.oskwai.com/ksc2/GUL9BqbNVndz55XWZ8YJCKlyaOPeKh8eqm_DeLvLjaOnp1WXDWeo6VlXEi9V49BDxZgvWwtzu3UThSZQD2e1gOLT0-sxUIivXTnoQ5NA4IJIuNykV0ISlDzcj-tvhmJIdCSAsSaZklVLVsTF72Gp5VYG7TzwIdL9xJs5YZWejYHLwX3gO9grTvZ2Uhr6_bCg.mp4?pkey=AAWaidWftxLaoxz3YcXFHMd0kCwTUf9lz9fVjyuVyjt-Ba-eH2xWdBUbQs-BgKG6FaZVTWE5UM0_LDRUFI0B0oWmwvo3MJ0QHe3xv5zsfUYiuG0UHwPmWM3C0sGMV_L6kXs&tag=1-1732284487-scn-0-wg1cooxsu9-6a305b23dfb1a6cd&clientCacheKey=3xv29mk64jjpxtm_v5UltraV2.mp4&di=6766caa1&bp=10121&tt=v5UltraV2&ss=vp
8,11月21日重大新闻！美国威胁取消中国重要待遇！马斯克被指同中国经济关系威胁美国安全！14国投票赞成，美国一票否决！乌克兰首次使用英国导弹打击俄罗斯！中国陆基洲际弹道导弹发射器数量超过美国！以色列特拉维夫遭到轰炸！,11月21日重大新闻！美国威胁取消中国重要待遇！马斯克被指同中国经济关系威胁美国安全！14国投票赞成，美国一票否决！乌克兰首次使用英国导弹打击俄罗斯！中国陆基洲际弹道导弹发射器数量超过美国！以色列特拉维夫遭到轰炸！ #主持人雪莹 #大v快评 #主播说新闻 @快手热点(O40300129) @快手粉条(O40300047) @快手主持人(O40300120),#主持人雪莹 | #大v快评 | #主播说新闻,http://hw.a.yximgs.com/bs2/ost/MTQ5MTc0MTUwODU1XzUzNjk3NDE5OA.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5201376242854425451_0699c2cb5ba19e93_9523_hlsfk30SlHiHQVH.m3u8?pkey=AAU-zDysC0RA9VB4zHDhal1QauEfpoFU_Bn8mbpNdodxzqFWXwCHT9dM7md2ATx-_32TfXM1-CLzoTOK2xZaSlGs2fklUHlR0cMBAOL4Qe2mG8EQn6SevsSwifqcOtITcno&tt=hlsfk30SlHiHQVH&m3u8ClientCacheKey=37e14b8d1b1b75bc712474ec2fee87fd&ss=vp
9,特朗普三权在握，美国预谋废掉中国重要地位，人民日报已敲响钟声,特朗普三权在握，美国预谋废掉中国重要地位，人民日报已敲响钟声,,http://ali2.a.yximgs.com/bs2/ost/MTQ4NDk0OTUyMjQ1XzM1MjM4MDQwODg.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5202220668672787381_13bf65ce0999adf7_5618_hlsfk30SlHiHQVH.m3u8?pkey=AAUCQWvAanvTnJb_XmV9ENFE-Y6ZSCT9Bp_aOWsev8KAlqF3qJvXo1kcU6dB-Wwgxkpzy8hl4evaiLHJM49RkXCNT1DPXL6t3AyZoXmMfMv7_Ze93WNref8B3l591qOSo7E&tt=hlsfk30SlHiHQVH&m3u8ClientCacheKey=1444efd209175449e65c011d4a99eabb&ss=vp
10,美众议员提出排华法案，永久取消中国一项豁免权，全面与中国脱钩,美众议员提出排华法案，永久取消中国一项豁免权，全面与中国脱钩 #快手热评 ,#快手热评,http://ali2.a.yximgs.com/bs2/ost/MTQ4NjcwODg5NDMzXzM0NTU4MDQ3MTQ.m4a,http://v4-vod.kwaicdn.com/bs3/video-hls/5218546215521783025_b530937cd1164e63_6649_hlsfk30SlHiHQvG.m3u8?pkey=AAXvbzktf7g8RrzeOkxExc7DFX6n9MdWfARkalYQ8LEAXxrS0qS-_LVTQkZJbaQ31HUx41Um7fxoTTaYb9UZBYtVIr0v8lnuQKjXUf3Gv_nGDfs0XIVRso2k3PzuIChdodI&tt=hlsfk30SlHiHQvG&m3u8ClientCacheKey=d3bf631c8c7259b6b8001e9712ab2081&ss=vp
11,美国将中止中国最惠国待遇,美国将中止中国最惠国待遇,,http://ali2.a.yximgs.com/bs2/ost/MTQ5MTc0OTA2NTY3XzI3NjE0NjQ4NjU.m4a,http://v5.oskwai.com/ksc2/VYvm7_fA3di6hQprA3b2oWgKt-wKHeeefLfTYPlBLJW2LhKiEcmXdKG4YGz3vXyhrXt98si5yrMcIjEapZPymNozNS6re1qKddN_YIAZSbyXvaU6l13I3YrIGxXWY3-p.mp4?pkey=AAWtu5HLiBCCR2BHSc_muPk9mTyS5x8O1gAYs6onbR_bvz6FGZSpL3I_aKYtd0KN4qw3LgCldwK-9qGILebJoAjWgGrvjqatXWtuqtuuxkhLEveetkOx0pCym7oKgSDjNlI&tag=1-1732284486-scn-0-r6pykyajjc-8a39d17d63b2b02f&clientCacheKey=3xcwctngqrsdts6_95d98f3b&di=6766caa1&bp=10121&tt=v6UltraHQvG&ss=vp
